# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (mbar)
28.857,1.46e4,1.502e4,381.523,392.812,-13.894,13.93,2779.397,4.217,2779.4,89.913,93.496,1,43.47,-80.506,0.039,-4.223e-7,-0.898,-0.002,75.913,89.84,6.598e4,0,179.96,0.634,9.759,442.33,310.675,6.479,0,0,279.408,0.577,0.255,0.165,0.157,0.577,0.01,0.064,4.443e-5,0,0,0,0,-4.872e-5,1.968,90,-56.5,120.11,1.931e-4,297.06,1.324,2.839e7,20.32,324.293,0.05,1.09,0.043,149.004
28.907,1.462e4,1.504e4,380.828,392.126,-13.889,13.92,2784.07,4.23,2784.074,89.913,93.448,0.932,43.47,-80.506,0.076,-4.219e-7,-0.745,-4.999e-5,75.871,89.84,6.598e4,0,179.96,0.634,9.759,442.171,310.675,6.471,0,0,277.982,0.578,0.255,0.165,0.158,0.578,0.019,0.125,4.031e-4,0,0,0,0,-3.366e-5,1.875,90,-56.5,119.762,1.926e-4,297.06,1.322,2.826e7,20.32,324.293,0.05,1.09,0.043,148.054
28.957,1.464e4,1.506e4,380.134,391.441,-13.87,13.901,2788.742,4.243,2788.745,89.913,93.402,0.921,43.47,-80.505,0.081,-4.056e-7,-0.542,3.078e-4,75.839,89.84,6.598e4,0,179.96,0.634,9.759,442.24,310.675,6.475,0,0,276.598,0.578,0.255,0.165,0.158,0.578,0.021,0.133,4.17e-4,0,0,0,0,-1.788e-5,1.942,90,-56.5,119.414,1.92e-4,297.06,1.319,2.813e7,20.32,324.293,0.05,1.091,0.042,147.109
29.007,1.466e4,1.508e4,379.442,390.757,-13.847,13.878,2793.411,4.256,2793.414,89.913,93.356,0.926,43.47,-80.505,0.076,-3.925e-7,-0.341,4.985e-4,75.817,89.84,6.598e4,0,179.96,0.634,9.759,442.361,310.675,6.481,0,0,275.225,0.579,0.256,0.166,0.158,0.579,0.019,0.126,-2.557e-4,0,0,0,0,-7.097e-6,2.003,90,-56.5,119.067,1.915e-4,297.06,1.317,2.8e7,20.32,324.293,0.05,1.091,0.042,146.169
29.057,1.468e4,1.51e4,378.75,390.074,-13.822,13.854,2798.077,4.27,2798.08,89.913,93.309,0.941,43.47,-80.505,0.066,-3.959e-7,-0.159,7.945e-4,75.805,89.84,6.598e4,0,179.96,0.634,9.759,442.512,310.675,6.488,0,0,273.849,0.58,0.256,0.166,0.158,0.58,0.017,0.109,2.259e-4,0,0,0,0,-1.538e-6,2.036,90,-56.5,118.721,1.909e-4,297.06,1.315,2.787e7,20.32,324.293,0.05,1.092,0.042,145.235
29.107,1.469e4,1.511e4,378.059,389.393,-13.792,13.827,2802.741,4.283,2802.745,89.912,93.261,0.974,43.47,-80.505,0.045,-3.907e-7,-0.016,7.911e-4,75.8,89.84,6.598e4,0,179.96,0.634,9.758,442.713,310.675,6.498,0,0,272.482,0.581,0.256,0.166,0.159,0.581,0.012,0.075,4.471e-4,0,0,0,0,-1.67e-8,2.084,90,-56.5,118.376,1.903e-4,297.06,1.313,2.774e7,20.32,324.293,0.05,1.092,0.042,144.307
29.157,1.471e4,1.513e4,377.371,388.712,-13.76,13.798,2807.403,4.296,2807.407,89.912,93.212,1.016,43.47,-80.505,0.018,-3.844e-7,0.062,6.693e-4,75.802,89.84,6.598e4,0,179.96,0.634,9.758,442.891,310.675,6.507,0,0,271.123,0.582,0.256,0.166,0.159,0.582,0.005,0.03,-1.252e-4,0,0,0,0,2.369e-7,2.138,90,-56.5,118.031,1.898e-4,297.06,1.31,2.761e7,20.32,324.293,0.05,1.093,0.042,143.384
29.207,1.473e4,1.515e4,376.683,388.032,-13.736,13.774,2812.063,4.31,2812.066,89.912,93.161,1.028,43.47,-80.505,0.008,-3.822e-7,0.094,-1.978e-4,75.806,89.839,6.598e4,0,179.96,0.634,9.758,442.785,310.675,6.501,0,0,269.74,0.582,0.257,0.166,0.159,0.582,0.002,0.014,3.4e-4,0,0,0,0,5.501e-7,2.057,90,-56.5,117.686,1.892e-4,297.06,1.308,2.748e7,20.32,324.293,0.05,1.093,0.042,142.466
29.257,1.475e4,1.517e4,375.997,387.354,-13.715,13.753,2816.719,4.323,2816.723,89.912,93.109,1.023,43.47,-80.505,0.008,-3.84e-7,0.115,-9.539e-4,75.811,89.839,6.598e4,0,179.96,0.634,9.758,442.714,310.675,6.498,0,0,268.345,0.583,0.257,0.167,0.159,0.583,0.002,0.013,-1.139e-4,0,0,0,0,8.201e-7,1.901,90,-56.5,117.343,1.887e-4,297.06,1.306,2.735e7,20.32,324.293,0.05,1.094,0.042,141.553
29.307,1.477e4,1.519e4,375.312,386.676,-13.692,13.73,2821.373,4.337,2821.377,89.912,93.058,1.028,43.47,-80.505,0.002,-3.842e-7,0.129,-0.014,75.817,89.839,6.598e4,0,179.96,0.634,9.758,440.587,310.675,6.393,0,0,266.964,0.584,0.257,0.167,0.16,0.584,4.132e-4,0.003,2.512e-4,0,0,0,0,1.037e-6,1.78,90,-56.5,116.999,1.881e-4,297.06,1.303,2.722e7,20.32,324.293,0.05,1.094,0.042,140.646
29.357,1.479e4,1.521e4,374.628,386,-13.66,13.702,2826.025,4.35,2826.028,89.912,93.006,1.069,43.47,-80.505,0.025,-3.836e-7,-0.097,-0.003,75.823,89.838,6.598e4,0,179.96,0.634,9.758,443.477,310.675,6.536,0,0,265.622,0.585,0.258,0.167,0.16,0.585,0.007,0.042,-4.952e-4,0,0,0,0,-5.898e-7,1.805,90,-56.5,116.657,1.876e-4,297.06,1.301,2.709e7,20.32,324.293,0.05,1.094,0.042,139.745
29.407,1.481e4,1.523e4,373.945,385.325,-13.64,13.682,2830.674,4.363,2830.677,89.912,92.952,1.071,43.47,-80.505,0.03,-3.88e-7,-0.03,-0.003,75.826,89.837,6.598e4,0,179.96,0.634,9.758,443.506,310.675,6.537,0,0,264.322,0.586,0.258,0.168,0.16,0.586,0.008,0.05,-3.922e-4,0,0,0,0,-5.634e-8,1.693,90,-56.5,116.315,1.87e-4,297.06,1.299,2.697e7,20.32,324.293,0.05,1.095,0.042,138.848
29.457,1.483e4,1.525e4,373.264,384.651,-13.616,13.659,2835.32,4.377,2835.324,89.912,92.898,1.088,43.47,-80.505,0.042,-3.9e-7,0.057,-0.003,75.826,89.837,6.598e4,0,179.96,0.634,9.758,443.472,310.675,6.535,0,0,263.083,0.587,0.258,0.168,0.161,0.587,0.011,0.071,-8.38e-5,0,0,0,0,2.054e-7,1.665,90,-56.5,115.974,1.865e-4,297.06,1.296,2.684e7,20.32,324.293,0.05,1.095,0.042,137.957
29.507,1.484e4,1.526e4,372.584,383.977,-13.588,13.635,2839.964,4.39,2839.967,89.911,92.843,1.122,43.47,-80.505,0.064,-3.951e-7,0.19,-0.003,75.82,89.836,6.598e4,0,179.96,0.634,9.758,443.388,310.675,6.531,0,0,261.868,0.588,0.258,0.169,0.161,0.588,0.017,0.11,-1.03e-4,0,0,0,0,2.289e-6,1.744,90,-56.5,115.633,1.859e-4,297.06,1.294,2.671e7,20.32,324.293,0.05,1.095,0.042,137.07
29.557,1.486e4,1.528e4,371.905,383.305,-13.569,13.615,2844.604,4.404,2844.608,89.911,92.787,1.122,43.47,-80.505,0.067,-3.935e-7,0.354,-0.003,75.806,89.836,6.598e4,0,179.96,0.634,9.758,443.44,310.675,6.534,0,0,260.64,0.589,0.259,0.169,0.161,0.589,0.017,0.114,-4.234e-4,0,0,0,0,7.945e-6,1.74,90,-56.5,115.293,1.854e-4,297.06,1.292,2.659e7,20.32,324.293,0.05,1.096,0.042,136.189
29.607,1.488e4,1.53e4,371.227,382.634,-13.555,13.599,2849.242,4.417,2849.246,89.911,92.731,1.102,43.47,-80.505,0.058,-4.06e-7,0.504,-0.004,75.785,89.835,6.598e4,0,179.96,0.634,9.758,443.559,310.675,6.54,0,0,259.41,0.59,0.259,0.169,0.161,0.59,0.015,0.099,4.91e-4,0,0,0,0,1.616e-5,1.708,90,-56.5,114.954,1.848e-4,297.06,1.289,2.646e7,20.32,324.293,0.05,1.096,0.042,135.313
29.657,1.49e4,1.532e4,370.55,381.963,-13.532,13.578,2853.877,4.431,2853.881,89.911,92.676,1.116,43.47,-80.505,0.068,-4.026e-7,0.659,-0.004,75.756,89.835,6.598e4,0,179.96,0.634,9.758,443.561,310.675,6.54,0,0,258.219,0.591,0.259,0.17,0.162,0.591,0.018,0.116,1.571e-4,0,0,0,0,2.774e-5,1.86,90,-56.5,114.615,1.843e-4,297.06,1.287,2.634e7,20.32,324.293,0.05,1.096,0.041,134.442
29.707,1.492e4,1.534e4,369.874,381.294,-13.519,13.563,2858.51,4.444,2858.513,89.911,92.62,1.095,43.47,-80.505,0.057,-4.068e-7,0.813,-0.005,75.719,89.835,6.598e4,0,179.96,0.634,9.758,443.675,310.675,6.545,0,0,257.014,0.592,0.26,0.17,0.162,0.592,0.015,0.098,3.351e-4,0,0,0,0,4.233e-5,1.922,90,-56.5,114.277,1.838e-4,297.06,1.285,2.622e7,20.32,324.293,0.05,1.097,0.041,133.576
29.757,1.494e4,1.536e4,369.198,380.625,-13.511,13.552,2863.139,4.458,2863.143,89.911,92.567,1.05,43.47,-80.505,0.031,-4.027e-7,0.918,-0.008,75.675,89.834,6.598e4,0,179.96,0.634,9.758,443.834,310.675,6.553,0,0,255.801,0.593,0.26,0.171,0.162,0.593,0.008,0.053,-3.989e-4,0,0,0,0,5.415e-5,1.925,90,-56.5,113.94,1.832e-4,297.06,1.283,2.61e7,20.32,324.293,0.05,1.098,0.041,132.715
29.807,1.496e4,1.538e4,368.523,379.958,-13.5,13.538,2867.766,4.472,2867.77,89.911,92.515,1.021,43.47,-80.504,0.015,-4.031e-7,0.974,-0.014,75.628,89.834,6.598e4,0,179.96,0.634,9.758,443.848,310.675,6.554,0,0,254.609,0.594,0.26,0.171,0.163,0.594,0.004,0.025,-6.495e-7,0,0,0,0,6.125e-5,2.016,90,-56.5,113.603,1.827e-4,297.06,1.281,2.598e7,20.32,324.293,0.05,1.098,0.041,131.859
29.857,1.497e4,1.539e4,367.848,379.291,-13.495,13.53,2872.391,4.485,2872.394,89.911,92.465,0.971,43.47,-80.504,0.015,-4.03e-7,-0.971,-0.009,75.579,89.835,6.598e4,0,179.96,0.634,9.758,444.466,310.675,6.584,0,0,253.511,0.595,0.26,0.172,0.163,0.595,0.004,0.026,-2.054e-4,0,0,0,0,-6.107e-5,2.025,90,-56.5,113.266,1.821e-4,297.06,1.278,2.585e7,20.32,324.293,0.05,1.099,0.041,131.007
29.907,1.499e4,1.541e4,367.173,378.625,-13.483,13.517,2877.013,4.499,2877.016,89.91,92.417,0.955,43.47,-80.504,0.025,-4.036e-7,-0.927,-0.004,75.531,89.835,6.598e4,0,179.96,0.634,9.758,444.343,310.675,6.578,0,0,252.482,0.596,0.261,0.173,0.163,0.596,0.006,0.043,-4.072e-4,0,0,0,0,-5.581e-5,2.159,90,-56.5,112.931,1.816e-4,297.06,1.276,2.573e7,20.32,324.293,0.05,1.1,0.041,130.161
29.957,1.501e4,1.543e4,366.499,377.96,-13.479,13.51,2881.633,4.512,2881.636,89.91,92.37,0.906,43.47,-80.504,0.054,-3.999e-7,-0.832,-1.437e-4,75.487,89.835,6.598e4,0,179.96,0.634,9.757,444.155,310.675,6.569,0,0,251.435,0.598,0.261,0.174,0.163,0.598,0.014,0.093,3.505e-4,0,0,0,0,-4.512e-5,2.134,90,-56.5,112.596,1.811e-4,297.06,1.274,2.561e7,20.32,324.293,0.05,1.1,0.041,129.319
30.007,1.503e4,1.545e4,365.825,377.296,-13.47,13.499,2886.25,4.526,2886.254,89.91,92.326,0.879,43.47,-80.504,0.07,-4.062e-7,-0.687,7.864e-4,75.449,89.835,6.598e4,0,179.96,0.634,9.757,444.1,310.675,6.566,0,0,250.396,0.599,0.261,0.174,0.164,0.599,0.018,0.122,4.203e-5,0,0,0,0,-3.083e-5,2.155,90,-56.5,112.261,1.805e-4,297.06,1.272,2.549e7,20.32,324.293,0.05,1.1,0.041,128.482
30.057,1.505e4,1.547e4,365.152,376.633,-13.462,13.488,2890.865,4.54,2890.869,89.91,92.283,0.849,43.47,-80.504,0.087,-4.01e-7,-0.499,0.002,75.419,89.836,6.598e4,0,179.96,0.634,9.757,444.052,310.675,6.564,0,0,249.351,0.601,0.261,0.175,0.164,0.601,0.023,0.152,5.043e-6,0,0,0,0,-1.636e-5,2.109,90,-56.5,111.928,1.8e-4,297.06,1.27,2.537e7,20.32,324.293,0.05,1.101,0.041,127.65
30.107,1.507e4,1.549e4,364.479,375.97,-13.445,13.472,2895.478,4.553,2895.482,89.91,92.24,0.852,43.47,-80.504,0.084,-4.012e-7,-0.297,0.002,75.399,89.836,6.598e4,0,179.96,0.634,9.757,444.119,310.675,6.567,0,0,248.313,0.602,0.262,0.176,0.164,0.602,0.022,0.147,2.32e-4,0,0,0,0,-5.828e-6,2.132,90,-56.5,111.594,1.794e-4,297.06,1.267,2.525e7,20.32,324.293,0.05,1.101,0.041,126.823
30.157,1.508e4,1.55e4,363.808,375.308,-13.424,13.452,2900.089,4.567,2900.093,89.91,92.197,0.868,43.47,-80.504,0.073,-4.016e-7,-0.114,0.002,75.389,89.835,6.598e4,0,179.96,0.634,9.757,444.228,310.675,6.572,0,0,247.287,0.603,0.262,0.177,0.165,0.603,0.019,0.126,1.29e-4,0,0,0,0,-8.612e-7,2.15,90,-56.5,111.267,1.789e-4,297.06,1.265,2.513e7,20.32,324.293,0.05,1.101,0.041,126.006
30.207,1.51e4,1.552e4,363.137,374.647,-13.403,13.432,2904.698,4.581,2904.701,89.91,92.153,0.891,43.47,-80.504,0.056,-4.007e-7,0.037,0.002,75.387,89.835,6.598e4,0,179.96,0.634,9.757,444.354,310.675,6.579,0,0,246.3,0.605,0.262,0.178,0.165,0.605,0.015,0.099,-4.893e-4,0,0,0,0,8.909e-8,2.141,90,-56.5,110.96,1.784e-4,297.06,1.263,2.502e7,20.32,324.293,0.05,1.102,0.041,125.217
30.257,1.512e4,1.554e4,362.467,373.987,-13.378,13.41,2909.304,4.595,2909.308,89.91,92.108,0.927,43.47,-80.504,0.031,-4.052e-7,0.138,0.002,75.392,89.834,6.598e4,0,179.96,0.634,9.757,444.487,310.675,6.585,0,0,245.317,0.606,0.263,0.179,0.165,0.606,0.008,0.054,-1.493e-4,0,0,0,0,1.273e-6,2.152,90,-56.5,110.654,1.779e-4,297.06,1.261,2.491e7,20.32,324.293,0.05,1.102,0.041,124.431
30.307,1.514e4,1.556e4,361.799,373.328,-13.353,13.388,2913.909,4.608,2913.912,89.909,92.06,0.968,43.47,-80.504,0.003,-4.056e-7,0.177,-0.01,75.4,89.834,6.598e4,0,179.96,0.634,9.757,443.13,310.675,6.518,0,0,244.407,0.608,0.263,0.18,0.165,0.608,7.236e-4,0.005,5.726e-5,0,0,0,0,2.104e-6,2.162,90,-56.5,110.348,1.774e-4,297.06,1.259,2.48e7,20.32,324.293,0.05,1.102,0.041,123.651
30.357,1.516e4,1.558e4,361.132,372.669,-13.329,13.367,2918.51,4.622,2918.514,89.909,92.011,1.008,43.47,-80.504,0.025,-4.062e-7,-0.149,-0.005,75.409,89.833,6.598e4,0,179.96,0.634,9.757,444.969,310.675,6.609,0,0,243.534,0.609,0.263,0.181,0.166,0.609,0.007,0.045,2.935e-4,0,0,0,0,-1.488e-6,2.171,90,-56.5,110.043,1.769e-4,297.06,1.256,2.468e7,20.32,324.293,0.05,1.103,0.04,122.874
30.407,1.517e4,1.559e4,360.466,372.012,-13.313,13.351,2923.11,4.636,2923.113,89.909,91.96,1.017,43.47,-80.504,0.034,-4.056e-7,-0.086,-0.005,75.414,89.832,6.598e4,0,179.96,0.634,9.757,444.899,310.675,6.606,0,0,242.652,0.611,0.263,0.182,0.166,0.611,0.009,0.06,-3.874e-4,0,0,0,0,-4.924e-7,2.063,90,-56.5,109.739,1.765e-4,297.06,1.254,2.457e7,20.32,324.293,0.05,1.103,0.04,122.102
30.457,1.519e4,1.561e4,359.801,371.354,-13.286,13.329,2927.706,4.65,2927.71,89.909,91.908,1.067,43.47,-80.504,0.069,-4.02e-7,0.033,-0.004,75.416,89.831,6.598e4,0,179.96,0.634,9.757,444.695,310.675,6.595,0,0,241.791,0.613,0.264,0.183,0.166,0.613,0.018,0.122,4.257e-4,0,0,0,0,7.283e-8,2.166,90,-56.5,109.435,1.76e-4,297.06,1.252,2.446e7,20.32,324.293,0.05,1.103,0.04,121.334
30.507,1.521e4,1.563e4,359.137,370.698,-13.266,13.311,2932.3,4.663,2932.304,89.909,91.854,1.089,43.47,-80.504,0.085,-4.063e-7,0.206,-0.004,75.41,89.831,6.598e4,0,179.96,0.634,9.757,444.637,310.675,6.593,0,0,240.922,0.614,0.264,0.184,0.167,0.614,0.023,0.151,7.408e-5,0,0,0,0,2.88e-6,2.194,90,-56.5,109.131,1.755e-4,297.06,1.25,2.435e7,20.32,324.293,0.05,1.104,0.04,120.57
30.557,1.523e4,1.565e4,358.475,370.042,-13.248,13.294,2936.892,4.677,2936.895,89.909,91.799,1.106,43.47,-80.504,0.098,-4.035e-7,0.414,-0.005,75.395,89.83,6.598e4,0,179.96,0.634,9.757,444.602,310.675,6.591,0,0,240.057,0.616,0.264,0.185,0.167,0.616,0.026,0.173,2.396e-5,0,0,0,0,1.168e-5,2.266,90,-56.5,108.828,1.75e-4,297.06,1.248,2.424e7,20.32,324.293,0.05,1.104,0.04,119.81
30.607,1.525e4,1.567e4,357.812,369.387,-13.239,13.284,2941.48,4.691,2941.484,89.909,91.744,1.087,43.47,-80.504,0.088,-4.138e-7,0.622,-0.005,75.369,89.829,6.598e4,0,179.96,0.634,9.757,444.696,310.675,6.596,0,0,239.182,0.618,0.264,0.186,0.167,0.618,0.024,0.155,4.532e-4,0,0,0,0,2.643e-5,2.251,90,-56.5,108.526,1.745e-4,297.06,1.245,2.413e7,20.32,324.293,0.05,1.105,0.04,119.055
30.657,1.526e4,1.568e4,357.151,368.733,-13.234,13.276,2946.066,4.705,2946.07,89.908,91.691,1.056,43.47,-80.503,0.069,-4.052e-7,0.799,-0.006,75.333,89.829,6.598e4,0,179.96,0.634,9.757,444.824,310.675,6.602,0,0,238.306,0.619,0.265,0.187,0.167,0.619,0.018,0.122,2.507e-4,0,0,0,0,4.369e-5,2.242,90,-56.5,108.224,1.74e-4,297.06,1.243,2.402e7,20.32,324.293,0.05,1.105,0.04,118.303
30.707,1.528e4,1.57e4,356.489,368.079,-13.237,13.274,2950.649,4.719,2950.653,89.908,91.64,0.991,43.47,-80.503,0.026,-4.038e-7,0.902,-0.012,75.29,89.829,6.598e4,0,179.96,0.634,9.757,444.957,310.675,6.608,0,0,237.419,0.621,0.265,0.188,0.168,0.621,0.007,0.047,-3.034e-4,0,0,0,0,5.597e-5,2.124,90,-56.5,107.923,1.735e-4,297.06,1.241,2.391e7,20.32,324.293,0.05,1.108,0.04,117.556
30.757,1.53e4,1.572e4,355.827,367.426,-13.235,13.269,2955.23,4.733,2955.234,89.908,91.591,0.948,43.47,-80.503,0.002,-4.021e-7,-0.923,-0.108,75.244,89.829,6.598e4,0,179.96,0.634,9.757,448.159,310.675,6.766,0,0,236.585,0.623,0.265,0.189,0.168,0.623,6.223e-4,0.004,3.437e-4,0,0,0,0,-5.879e-5,2.114,90,-56.5,107.623,1.731e-4,297.06,1.239,2.38e7,20.32,324.293,0.05,1.109,0.04,116.813
30.807,1.532e4,1.574e4,355.165,366.774,-13.234,13.265,2959.808,4.746,2959.812,89.908,91.545,0.901,43.47,-80.503,0.033,-4.032e-7,-0.888,-0.005,75.198,89.829,6.598e4,0,179.96,0.634,9.757,445.44,310.675,6.632,0,0,235.776,0.625,0.266,0.191,0.168,0.625,0.009,0.059,-1.302e-4,0,0,0,0,-5.463e-5,2.085,90,-56.5,107.323,1.726e-4,297.06,1.236,2.369e7,20.32,324.293,0.05,1.109,0.04,116.074
30.857,1.534e4,1.576e4,354.504,366.122,-13.226,13.256,2964.385,4.76,2964.388,89.908,91.5,0.884,43.47,-80.503,0.045,-3.972e-7,-0.806,-0.002,75.156,89.829,6.598e4,0,179.96,0.634,9.757,445.349,310.675,6.628,0,0,234.974,0.626,0.266,0.192,0.169,0.626,0.012,0.08,-8.05e-5,0,0,0,0,-4.514e-5,2.159,90,-56.5,107.023,1.721e-4,297.06,1.234,2.358e7,20.32,324.293,0.05,1.109,0.04,115.339
30.907,1.535e4,1.577e4,353.842,365.471,-13.228,13.254,2968.958,4.774,2968.962,89.908,91.458,0.83,43.47,-80.503,0.081,-3.964e-7,-0.669,2.505e-4,75.119,89.829,6.598e4,0,179.96,0.634,9.756,445.128,310.675,6.617,0,0,234.159,0.628,0.266,0.193,0.169,0.628,0.022,0.144,2.056e-4,0,0,0,0,-3.124e-5,2.035,90,-56.5,106.724,1.716e-4,297.06,1.232,2.348e7,20.32,324.293,0.05,1.11,0.04,114.609
30.957,1.537e4,1.579e4,353.181,364.82,-13.226,13.25,2973.53,4.788,2973.534,89.908,91.417,0.788,43.47,-80.503,0.109,-3.826e-7,-0.462,8.281e-4,75.09,89.83,6.598e4,0,179.96,0.634,9.756,444.992,310.675,6.61,0,0,233.344,0.63,0.266,0.194,0.169,0.63,0.029,0.194,3.903e-4,0,0,0,0,-1.492e-5,1.905,90,-56.5,106.426,1.711e-4,297.06,1.23,2.337e7,20.32,324.293,0.05,1.11,0.04,113.882
31.007,1.539e4,1.581e4,352.52,364.171,-13.213,13.237,2978.1,4.802,2978.104,89.908,91.378,0.788,43.47,-80.503,0.107,-3.838e-7,-0.228,0.001,75.073,89.83,6.598e4,0,179.96,0.634,9.756,445.025,310.675,6.612,0,0,232.533,0.632,0.267,0.196,0.17,0.632,0.029,0.193,-4.86e-4,0,0,0,0,-3.662e-6,1.893,90,-56.5,106.128,1.707e-4,297.06,1.228,2.326e7,20.32,324.293,0.05,1.11,0.04,113.159
31.057,1.541e4,1.583e4,351.86,363.522,-13.196,13.22,2982.668,4.816,2982.672,89.907,91.338,0.806,43.47,-80.503,0.094,-3.724e-7,-0.013,0.001,75.067,89.829,6.598e4,0,179.96,0.634,9.756,445.126,310.675,6.617,0,0,231.72,0.634,0.267,0.197,0.17,0.634,0.025,0.168,-6.443e-6,0,0,0,0,-1.21e-8,1.886,90,-56.5,105.831,1.702e-4,297.06,1.225,2.315e7,20.32,324.293,0.05,1.111,0.04,112.44
31.107,1.542e4,1.584e4,351.2,362.873,-13.177,13.203,2987.234,4.83,2987.238,89.907,91.297,0.83,43.47,-80.503,0.076,-3.711e-7,0.168,0.002,75.071,89.829,6.598e4,0,179.96,0.634,9.756,445.247,310.675,6.623,0,0,230.904,0.636,0.267,0.198,0.17,0.636,0.021,0.136,4.568e-4,0,0,0,0,1.985e-6,1.844,90,-56.5,105.534,1.697e-4,297.06,1.223,2.305e7,20.32,324.293,0.05,1.111,0.039,111.725
31.157,1.544e4,1.586e4,350.542,362.225,-13.154,13.182,2991.798,4.844,2991.802,89.907,91.255,0.867,43.47,-80.503,0.047,-3.768e-7,0.301,9.024e-4,75.083,89.829,6.598e4,0,179.96,0.634,9.756,445.403,310.675,6.63,0,0,230.088,0.637,0.268,0.199,0.17,0.637,0.013,0.085,-6.432e-5,0,0,0,0,6.451e-6,1.819,90,-56.5,105.238,1.692e-4,297.06,1.221,2.294e7,20.32,324.293,0.05,1.111,0.039,111.014
31.207,1.546e4,1.588e4,349.885,361.578,-13.12,13.154,2996.359,4.858,2996.363,89.907,91.209,0.948,43.47,-80.503,0.012,-3.749e-7,-0.335,-0.007,75.1,89.828,6.598e4,0,179.96,0.634,9.756,446.089,310.675,6.664,0,0,229.301,0.639,0.268,0.201,0.171,0.639,0.003,0.022,1.849e-4,0,0,0,0,-7.99e-6,1.97,90,-56.5,104.942,1.687e-4,297.06,1.219,2.284e7,20.32,324.293,0.05,1.112,0.039,110.307
31.257,1.548e4,1.59e4,349.23,360.932,-13.098,13.135,3000.919,4.872,3000.923,89.907,91.161,0.983,43.47,-80.503,0.04,-3.751e-7,-0.281,-0.004,75.115,89.827,6.598e4,0,179.96,0.634,9.756,445.72,310.675,6.646,0,0,228.515,0.641,0.268,0.202,0.171,0.641,0.011,0.071,1.481e-4,0,0,0,0,-5.636e-6,1.922,90,-56.5,104.647,1.683e-4,297.06,1.217,2.273e7,20.32,324.293,0.05,1.112,0.039,109.604
31.307,1.549e4,1.591e4,348.575,360.286,-13.076,13.116,3005.475,4.886,3005.479,89.907,91.111,1.02,43.47,-80.503,0.069,-3.783e-7,-0.169,-0.003,75.127,89.827,6.598e4,0,179.96,0.634,9.756,445.539,310.675,6.637,0,0,227.731,0.643,0.268,0.203,0.171,0.643,0.019,0.124,-1.613e-4,0,0,0,0,-2.044e-6,1.913,90,-56.5,104.353,1.678e-4,297.06,1.214,2.263e7,20.32,324.293,0.05,1.113,0.039,108.905
31.357,1.551e4,1.593e4,347.922,359.641,-13.053,13.096,3010.03,4.9,3010.034,89.907,91.059,1.062,43.47,-80.503,0.101,-3.74e-7,0.01,-0.003,75.131,89.826,6.598e4,0,179.96,0.634,9.756,445.366,310.675,6.628,0,0,226.954,0.645,0.269,0.205,0.172,0.645,0.028,0.183,1.571e-4,0,0,0,0,7.666e-9,1.972,90,-56.5,104.059,1.673e-4,297.06,1.212,2.252e7,20.32,324.293,0.05,1.113,0.039,108.21
31.407,1.553e4,1.595e4,347.27,358.997,-13.041,13.084,3014.581,4.915,3014.585,89.907,91.006,1.06,43.47,-80.503,0.102,-3.769e-7,0.22,-0.003,75.125,89.826,6.598e4,0,179.96,0.634,9.756,445.383,310.675,6.629,0,0,226.163,0.647,0.269,0.206,0.172,0.647,0.028,0.186,4.122e-4,0,0,0,0,3.501e-6,1.898,90,-56.5,103.765,1.669e-4,297.06,1.21,2.242e7,20.32,324.293,0.05,1.114,0.039,107.518
31.457,1.555e4,1.597e4,346.618,358.353,-13.028,13.071,3019.13,4.929,3019.134,89.906,90.953,1.062,43.47,-80.503,0.106,-3.685e-7,0.435,-0.003,75.109,89.825,6.598e4,0,179.96,0.634,9.756,445.381,310.675,6.629,0,0,225.377,0.649,0.269,0.207,0.172,0.649,0.029,0.192,-4.327e-4,0,0,0,0,1.37e-5,1.905,90,-56.5,103.472,1.664e-4,297.06,1.208,2.232e7,20.32,324.293,0.05,1.114,0.039,106.83
